x	y	piece_id	level_used	pt_idx	n_pts
100	48	1	0.3059808124106961	1	3
98	50	1	0.3059808124106961	2	3
100	52	1	0.3059808124106961	3	3
48	52	2	0.3059808124106961	1	5
48.684821342934505	50	2	0.3059808124106961	2	5
48	48	2	0.3059808124106961	3	5
47.522351500306186	50	2	0.3059808124106961	4	5
48	52	2	0.3059808124106961	5	5
56	46	3	0.3059808124106961	1	5
58	44	3	0.3059808124106961	2	5
56	43.42419735806141	3	0.3059808124106961	3	5
54.982167047078256	44	3	0.3059808124106961	4	5
56	46	3	0.3059808124106961	5	5
58	42	4	0.3059808124106961	1	5
58.506981772546176	40	4	0.3059808124106961	2	5
58	38	4	0.3059808124106961	3	5
56	40	4	0.3059808124106961	4	5
58	42	4	0.3059808124106961	5	5
62	38	5	0.3059808124106961	1	75
60	36	5	0.3059808124106961	2	75
62	34	5	0.3059808124106961	3	75
62	34	5	0.3059808124106961	4	75
64	32	5	0.3059808124106961	5	75
64	32	5	0.3059808124106961	6	75
66	30	5	0.3059808124106961	7	75
66	30	5	0.3059808124106961	8	75
68	28	5	0.3059808124106961	9	75
68	28	5	0.3059808124106961	10	75
68	28	5	0.3059808124106961	11	75
66	28	5	0.3059808124106961	12	75
66	28	5	0.3059808124106961	13	75
64	29.343539497856707	5	0.3059808124106961	14	75
62	28	5	0.3059808124106961	15	75
62	28	5	0.3059808124106961	16	75
60.20514390691978	26	5	0.3059808124106961	17	75
60.41028781383956	24	5	0.3059808124106961	18	75
62	22	5	0.3059808124106961	19	75
64	24	5	0.3059808124106961	20	75
64	26	5	0.3059808124106961	21	75
64	26	5	0.3059808124106961	22	75
64	26	5	0.3059808124106961	23	75
64	24	5	0.3059808124106961	24	75
66	22.26258420085732	5	0.3059808124106961	25	75
66.21334966319657	22	5	0.3059808124106961	26	75
66	20	5	0.3059808124106961	27	75
68	18	5	0.3059808124106961	28	75
70	18	5	0.3059808124106961	29	75
70	18	5	0.3059808124106961	30	75
72	16	5	0.3059808124106961	31	75
72	16	5	0.3059808124106961	32	75
74	14	5	0.3059808124106961	33	75
74	14	5	0.3059808124106961	34	75
76	12	5	0.3059808124106961	35	75
78	12	5	0.3059808124106961	36	75
78	12	5	0.3059808124106961	37	75
80	10	5	0.3059808124106961	38	75
82	10	5	0.3059808124106961	39	75
82	10	5	0.3059808124106961	40	75
84	8	5	0.3059808124106961	41	75
86	8	5	0.3059808124106961	42	75
86	8	5	0.3059808124106961	43	75
88	6	5	0.3059808124106961	44	75
90	6	5	0.3059808124106961	45	75
92	8	5	0.3059808124106961	46	75
92	10	5	0.3059808124106961	47	75
90	12	5	0.3059808124106961	48	75
90	12	5	0.3059808124106961	49	75
88	14	5	0.3059808124106961	50	75
88	14	5	0.3059808124106961	51	75
86	16	5	0.3059808124106961	52	75
86	16	5	0.3059808124106961	53	75
84	18	5	0.3059808124106961	54	75
84	18	5	0.3059808124106961	55	75
82	20	5	0.3059808124106961	56	75
82	20	5	0.3059808124106961	57	75
80	22	5	0.3059808124106961	58	75
80	22	5	0.3059808124106961	59	75
78	24	5	0.3059808124106961	60	75
78	24	5	0.3059808124106961	61	75
76	26	5	0.3059808124106961	62	75
74	25.82885136908407	5	0.3059808124106961	63	75
73.83226468787147	26	5	0.3059808124106961	64	75
72	27.832264687871476	5	0.3059808124106961	65	75
71.81508154869204	28	5	0.3059808124106961	66	75
72	30	5	0.3059808124106961	67	75
70	32	5	0.3059808124106961	68	75
68	32	5	0.3059808124106961	69	75
68	32	5	0.3059808124106961	70	75
66	34	5	0.3059808124106961	71	75
66	34	5	0.3059808124106961	72	75
64	36	5	0.3059808124106961	73	75
64	36	5	0.3059808124106961	74	75
62	38	5	0.3059808124106961	75	75
78	18.167419456922453	6	0.3059808124106961	1	5
78.16595911571038	18	6	0.3059808124106961	2	5
78	17.343539497856707	6	0.3059808124106961	3	5
77.58971218616044	18	6	0.3059808124106961	4	5
78	18.167419456922453	6	0.3059808124106961	5	5
76	19.58971218616044	7	0.3059808124106961	1	5
75.34353949785671	20	7	0.3059808124106961	2	5
76	20.16596604800427	7	0.3059808124106961	3	5
76.16741945692245	20	7	0.3059808124106961	4	5
76	19.58971218616044	7	0.3059808124106961	5	5
61.3435394978567	32	8	0.3059808124106961	1	7
61.73741579914268	30	8	0.3059808124106961	2	7
60	28	8	0.3059808124106961	3	7
58	30	8	0.3059808124106961	4	7
58	32	8	0.3059808124106961	5	7
60	34	8	0.3059808124106961	6	7
61.3435394978567	32	8	0.3059808124106961	7	7
70	16	9	0.3059808124106961	1	5
71.67176974892836	14	9	0.3059808124106961	2	5
70	12	9	0.3059808124106961	3	5
68.32823025107164	14	9	0.3059808124106961	4	5
70	16	9	0.3059808124106961	5	5
68	24	10	0.3059808124106961	1	9
70	26	10	0.3059808124106961	2	9
70	26	10	0.3059808124106961	3	9
70	26	10	0.3059808124106961	4	9
70	24	10	0.3059808124106961	5	9
70	24	10	0.3059808124106961	6	9
68	24	10	0.3059808124106961	7	9
68	24	10	0.3059808124106961	8	9
68	24	10	0.3059808124106961	9	9
54	20	11	0.3059808124106961	1	5
52	22	11	0.3059808124106961	2	5
54	24	11	0.3059808124106961	3	5
56	22	11	0.3059808124106961	4	5
54	20	11	0.3059808124106961	5	5
100	8	12	0.3059808124106961	1	4
98	10	12	0.3059808124106961	2	4
98	12	12	0.3059808124106961	3	4
100	13.343539497856707	12	0.3059808124106961	4	4
100	18	13	0.3059808124106961	1	3
98	20	13	0.3059808124106961	2	3
100	22	13	0.3059808124106961	3	3
68	16	14	0.3059808124106961	1	5
66	14	14	0.3059808124106961	2	5
64	16	14	0.3059808124106961	3	5
66	18	14	0.3059808124106961	4	5
68	16	14	0.3059808124106961	5	5
62	20	15	0.3059808124106961	1	5
60	18	15	0.3059808124106961	2	5
58	20	15	0.3059808124106961	3	5
60	22	15	0.3059808124106961	4	5
62	20	15	0.3059808124106961	5	5
71.58971218616044	22	16	0.3059808124106961	1	5
72	22.656460502143293	16	0.3059808124106961	2	5
72.23445017933689	22	16	0.3059808124106961	3	5
72	21.77434170238824	16	0.3059808124106961	4	5
71.58971218616044	22	16	0.3059808124106961	5	5
100	14.20198784681332	17	0.3059808124106961	1	3
98	16	17	0.3059808124106961	2	3
100	18	17	0.3059808124106961	3	3
100	22	18	0.3059808124106961	1	3
98	24	18	0.3059808124106961	2	3
100	26	18	0.3059808124106961	3	3
100	30	19	0.3059808124106961	1	3
98	32	19	0.3059808124106961	2	3
100	34	19	0.3059808124106961	3	3
