x	y	piece_id	level_used	pt_idx	n_pts
4	95.84800726065254	1	0.868421052631579	1	9
2.1519927393474645	94	1	0.868421052631579	2	9
4	92.15199273934746	1	0.868421052631579	3	9
4.245805194933604	92	1	0.868421052631579	4	9
6	90.24580519493361	1	0.868421052631579	5	9
7.754194805066396	92	1	0.868421052631579	6	9
6	93.75419480506639	1	0.868421052631579	7	9
5.848007260652535	94	1	0.868421052631579	8	9
4	95.84800726065254	1	0.868421052631579	9	9
6	85.60962853469898	2	0.868421052631579	1	5
7.609628534698989	84	2	0.868421052631579	2	5
6	82.39037146530102	2	0.868421052631579	3	5
4.390371465301011	84	2	0.868421052631579	4	5
6	85.60962853469898	2	0.868421052631579	5	5
0	78.39037146530102	3	0.868421052631579	1	5
1.609628534698989	80	3	0.868421052631579	2	5
1.8480072606525353	82	3	0.868421052631579	3	5
1.8480072606525353	84	3	0.868421052631579	4	5
0	85.84800726065254	3	0.868421052631579	5	5
8	79.93684210526315	4	0.868421052631579	1	9
9.848007260652535	78	4	0.868421052631579	2	9
8	76.15199273934746	4	0.868421052631579	3	9
7.848007260652535	76	4	0.868421052631579	4	9
6	74.15199273934746	4	0.868421052631579	5	9
4.151992739347465	76	4	0.868421052631579	6	9
6	77.84800726065254	4	0.868421052631579	7	9
6.151992739347465	78	4	0.868421052631579	8	9
8	79.93684210526315	4	0.868421052631579	9	9
16	75.75419480506639	5	0.868421052631579	1	45
14.245805194933604	74	5	0.868421052631579	2	45
14.151992739347465	72	5	0.868421052631579	3	45
14.725761772853184	70	5	0.868421052631579	4	45
14	69.27423822714681	5	0.868421052631579	5	45
13.274238227146816	70	5	0.868421052631579	6	45
12	71.84800726065254	5	0.868421052631579	7	45
10.063157894736841	70	5	0.868421052631579	8	45
12	68.15199273934746	5	0.868421052631579	9	45
12.151992739347465	68	5	0.868421052631579	10	45
14	66.15199273934746	5	0.868421052631579	11	45
14.390371465301012	66	5	0.868421052631579	12	45
14	65.60962853469898	5	0.868421052631579	13	45
12.390371465301012	64	5	0.868421052631579	14	45
14	62.39037146530101	5	0.868421052631579	15	45
15.609628534698988	64	5	0.868421052631579	16	45
16	64.39037146530102	5	0.868421052631579	17	45
17.609628534698988	66	5	0.868421052631579	18	45
18	66.24580519493361	5	0.868421052631579	19	45
20	66.15199273934746	5	0.868421052631579	20	45
20.245805194933602	66	5	0.868421052631579	21	45
22	64.24580519493361	5	0.868421052631579	22	45
24	64.39037146530102	5	0.868421052631579	23	45
25.609628534698988	66	5	0.868421052631579	24	45
26	66.15199273934746	5	0.868421052631579	25	45
27.848007260652537	68	5	0.868421052631579	26	45
26	69.84800726065254	5	0.868421052631579	27	45
24	69.84800726065254	5	0.868421052631579	28	45
23.848007260652537	70	5	0.868421052631579	29	45
23.848007260652537	72	5	0.868421052631579	30	45
22	73.84800726065254	5	0.868421052631579	31	45
20	73.35784766748368	5	0.868421052631579	32	45
18.642152332516314	72	5	0.868421052631579	33	45
20	71.38461538461539	5	0.868421052631579	34	45
20.5625	70	5	0.868421052631579	35	45
20	69.4375	5	0.868421052631579	36	45
18	69.75419480506639	5	0.868421052631579	37	45
17.848007260652537	70	5	0.868421052631579	38	45
17.848007260652537	72	5	0.868421052631579	39	45
17.754194805066398	74	5	0.868421052631579	40	45
18	74.15199273934746	5	0.868421052631579	41	45
19.848007260652537	76	5	0.868421052631579	42	45
18	77.84800726065254	5	0.868421052631579	43	45
16.151992739347463	76	5	0.868421052631579	44	45
16	75.75419480506639	5	0.868421052631579	45	45
0	73.19071078632618	6	0.868421052631579	1	3
0.8092892136738151	74	6	0.868421052631579	2	3
0	74.80928921367382	6	0.868421052631579	3	3
4	71.84800726065254	7	0.868421052631579	1	9
2.1519927393474645	70	7	0.868421052631579	2	9
4	68.15199273934746	7	0.868421052631579	3	9
5.190710786326185	68	7	0.868421052631579	4	9
6	67.19071078632618	7	0.868421052631579	5	9
6.809289213673815	68	7	0.868421052631579	6	9
6	68.80928921367382	7	0.868421052631579	7	9
5.848007260652535	70	7	0.868421052631579	8	9
4	71.84800726065254	7	0.868421052631579	9	9
30	67.30131578947369	8	0.868421052631579	1	21
31.227969058091915	66	8	0.868421052631579	2	21
30	64.15199273934746	8	0.868421052631579	3	21
29.754194805066398	64	8	0.868421052631579	4	21
28	62.2458051949336	8	0.868421052631579	5	21
26.809289213673814	62	8	0.868421052631579	6	21
26	61.190710786326186	8	0.868421052631579	7	21
25.848007260652537	60	8	0.868421052631579	8	21
24.809289213673814	58	8	0.868421052631579	9	21
25.848007260652537	56	8	0.868421052631579	10	21
24	54.15199273934746	8	0.868421052631579	11	21
22.151992739347463	56	8	0.868421052631579	12	21
23.190710786326186	58	8	0.868421052631579	13	21
22.335526315789473	60	8	0.868421052631579	14	21
24	61.25375939849624	8	0.868421052631579	15	21
25.828289473684208	62	8	0.868421052631579	16	21
26	62.809289213673814	8	0.868421052631579	17	21
26.245805194933602	64	8	0.868421052631579	18	21
28	65.75419480506639	8	0.868421052631579	19	21
28.151992739347463	66	8	0.868421052631579	20	21
30	67.30131578947369	8	0.868421052631579	21	21
16	67.60962853469898	9	0.868421052631579	1	5
15.848007260652535	68	9	0.868421052631579	2	5
16	68.15199273934746	9	0.868421052631579	3	5
16.245805194933602	68	9	0.868421052631579	4	5
16	67.60962853469898	9	0.868421052631579	5	5
36	65.84800726065254	10	0.868421052631579	1	5
37.84800726065254	64	10	0.868421052631579	2	5
36	62.772343594836144	10	0.868421052631579	3	5
34.649797570850204	64	10	0.868421052631579	4	5
36	65.84800726065254	10	0.868421052631579	5	5
8	65.84800726065254	11	0.868421052631579	1	23
6.151992739347465	64	11	0.868421052631579	2	23
6.151992739347465	62	11	0.868421052631579	3	23
6	61.60962853469899	11	0.868421052631579	4	23
4.390371465301011	60	11	0.868421052631579	5	23
6	58.39037146530101	11	0.868421052631579	6	23
7.609628534698989	60	11	0.868421052631579	7	23
8	60.15199273934746	11	0.868421052631579	8	23
