x	y	piece_id	level_used	pt_idx	n_pts
100	48.28065832087693	1	0.5833333333333334	1	3
98.28065832087692	50	1	0.5833333333333334	2	3
100	51.71934167912307	1	0.5833333333333334	3	3
48	51.666666666666664	2	0.5833333333333334	1	9
46.57142857142857	50	2	0.5833333333333334	2	9
48	48.2611372691054	2	0.5833333333333334	3	9
48.400377609951136	48	2	0.5833333333333334	4	9
50	46.400377609951136	2	0.5833333333333334	5	9
51.599622390048864	48	2	0.5833333333333334	6	9
50	48.99809885931559	2	0.5833333333333334	7	9
49.248216833095576	50	2	0.5833333333333334	8	9
48	51.666666666666664	2	0.5833333333333334	9	9
56	45.68389670744005	3	0.5833333333333334	1	5
57.68389670744005	44	3	0.5833333333333334	2	5
56	42.97790585975024	3	0.5833333333333334	3	5
54.89430894308943	44	3	0.5833333333333334	4	5
56	45.68389670744005	3	0.5833333333333334	5	5
26	42.37777777777778	4	0.5833333333333334	1	5
26.666666666666668	42	4	0.5833333333333334	2	5
26	41	4	0.5833333333333334	3	5
25	42	4	0.5833333333333334	4	5
26	42.37777777777778	4	0.5833333333333334	5	5
46	39.5	5	0.5833333333333334	1	5
47.599622390048864	38	5	0.5833333333333334	2	5
46	36.8	5	0.5833333333333334	3	5
44.400377609951136	38	5	0.5833333333333334	4	5
46	39.5	5	0.5833333333333334	5	5
66	35.599622390048864	6	0.5833333333333334	1	87
64	35.7388627308946	6	0.5833333333333334	2	87
62.2611372691054	34	6	0.5833333333333334	3	87
62	33.599622390048864	6	0.5833333333333334	4	87
60.125	32	6	0.5833333333333334	5	87
60	30	6	0.5833333333333334	6	87
62	28.857720675707828	6	0.5833333333333334	7	87
62.31610329255995	28	6	0.5833333333333334	8	87
62	27.664645490832825	6	0.5833333333333334	9	87
60.335354509167175	26	6	0.5833333333333334	10	87
60	25.599622390048868	6	0.5833333333333334	11	87
58.400377609951136	24	6	0.5833333333333334	12	87
60	22.400377609951132	6	0.5833333333333334	13	87
62	22.857720675707828	6	0.5833333333333334	14	87
63.142279324292176	24	6	0.5833333333333334	15	87
63.664645490832825	26	6	0.5833333333333334	16	87
64	26.316103292559955	6	0.5833333333333334	17	87
64.24877755431997	26	6	0.5833333333333334	18	87
64.40037760995114	24	6	0.5833333333333334	19	87
64.40037760995114	22	6	0.5833333333333334	20	87
66	20.400377609951132	6	0.5833333333333334	21	87
66.40037760995114	20	6	0.5833333333333334	22	87
68	18.400377609951132	6	0.5833333333333334	23	87
68.40037760995114	18	6	0.5833333333333334	24	87
70	16.400377609951132	6	0.5833333333333334	25	87
70.31610329255996	16	6	0.5833333333333334	26	87
70	15.751222445680035	6	0.5833333333333334	27	87
68	15.599622390048868	6	0.5833333333333334	28	87
67.76599013328718	16	6	0.5833333333333334	29	87
66	17.765990133287172	6	0.5833333333333334	30	87
64.23400986671282	16	6	0.5833333333333334	31	87
66	14.234009866712826	6	0.5833333333333334	32	87
66.40037760995114	14	6	0.5833333333333334	33	87
68	12.400377609951132	6	0.5833333333333334	34	87
70	12.248777554319965	6	0.5833333333333334	35	87
72	12.400377609951132	6	0.5833333333333334	36	87
73.59962239004886	14	6	0.5833333333333334	37	87
74	14.316103292559955	6	0.5833333333333334	38	87
74.31610329255996	14	6	0.5833333333333334	39	87
76	12.316103292559955	6	0.5833333333333334	40	87
78	12.248777554319965	6	0.5833333333333334	41	87
78.23400986671282	12	6	0.5833333333333334	42	87
80	10.234009866712826	6	0.5833333333333334	43	87
82	10.222455339236678	6	0.5833333333333334	44	87
82.24877755431997	10	6	0.5833333333333334	45	87
84	8.248777554319965	6	0.5833333333333334	46	87
86	8.316103292559955	6	0.5833333333333334	47	87
