x	y	z
0	0	0.27682727054592426
0	2	0.36787827029690306
0	4	0.4694367966502893
0	6	0.5735913502608214
0	8	0.6716027625178305
0	10	0.7565808595944424
0	12	0.8249488949404581
0	14	0.8765841168609932
0	16	0.9137935851624445
0	18	0.9396464204270393
0	20	0.9571996454484093
0	22	0.968910385893011
0	24	0.9765420743263655
0	26	0.9814632628533777
0	28	0.9844776046525041
0	30	0.9860096907768963
0	32	0.9863315307821976
0	34	0.9854280220562227
0	36	0.9828868585711669
0	38	0.9779321699624342
0	40	0.9694237465290999
0	42	0.9553917578676023
0	44	0.9330436007965469
0	46	0.9021542389365562
0	48	0.872029050817368
0	50	0.8603685013461994
0	52	0.8778132422634881
0	54	0.9152515404155132
0	56	0.9519935260666748
0	58	0.9767247129442421
0	60	0.989918916217282
0	62	0.9959498243494903
0	64	0.9984353772827423
0	66	0.9994002695723397
0	68	0.9997665320991319
0	70	0.9999053427127721
0	72	0.9999583676222104
0	74	0.9999792036356344
0	76	0.9999878125859427
0	78	0.9999915028279917
0	80	0.9999929108927351
0	82	0.999992918457585
0	84	0.9999915528273086
0	86	0.999988030745511
0	88	0.9999799086833103
0	90	0.9999598919392345
0	92	0.9999044120212266
0	94	0.9997312752324113
0	96	0.9991382570325749
0	98	0.9969854900761299
0	100	0.9890417247784193
2	0	0.187908817925883
2	2	0.26261205465104487
2	4	0.35406536945812517
2	6	0.45760274625193914
2	8	0.564936467601329
2	10	0.6663306146139157
2	12	0.7536844419752187
2	14	0.8235974470546011
2	16	0.8757802079699898
2	18	0.913104763878998
2	20	0.9387756849166389
2	22	0.9560490149541
2	24	0.9675729952354603
2	26	0.9749934845852755
2	28	0.9796473525656413
2	30	0.9823734026974045
2	32	0.9835235244741579
2	34	0.983201365183925
2	36	0.9812809320029048
2	38	0.9773048141044124
2	40	0.9704382118221103
2	42	0.9593351177682482
2	44	0.9423869372314876
2	46	0.9197926919566712
2	48	0.8974255950811242
2	50	0.8874038540226045
2	52	0.8996084659177076
2	54	0.9293835323903725
2	56	0.9597465816080859
2	58	0.9801123493145678
2	60	0.9908916344851396
2	62	0.9959604776166529
2	64	0.9982241370225354
2	66	0.9992169893339712
2	68	0.9996506729768203
2	70	0.999839645224172
2	72	0.9999217004670885
2	74	0.999957721327591
2	76	0.9999739850227775
2	78	0.9999814370651471
2	80	0.9999844698497851
2	82	0.999984670905861
2	84	0.999982084428734
2	86	0.999975177175057
2	88	0.9999592073250729
2	90	0.9999204963961102
2	92	0.9998170964760026
2	94	0.9995123560430127
2	96	0.9985420706448609
2	98	0.9953026034034258
2	100	0.9843922421844378
