x	y	z
0	0	0.9999997954840435
0	2	0.9999997268203058
0	4	0.9999996351035642
0	6	0.999999512594063
0	8	0.9999993489545363
0	10	0.999999131327142
0	12	0.9999988415997384
0	14	0.9999984484797888
0	16	0.9999979503146715
0	18	0.9999972447324811
0	20	0.9999963021584157
0	22	0.9999949565757448
0	24	0.9999926678231695
0	26	0.9999891505443506
0	28	0.9999835377719393
0	30	0.9999733118291211
0	32	0.9999539381731278
0	34	0.9999139224397956
0	36	0.9998181983334047
0	38	0.9995633142609148
0	40	0.9988525014226177
0	42	0.9967851306618637
0	44	0.9906080462562482
0	46	0.973038000518141
0	48	0.9313640552033092
0	50	0.860506828294116
0	52	0.7890973203345446
0	54	0.7713718641613854
0	56	0.830727240136009
0	58	0.9198502994256146
0	60	0.9749028748268318
0	62	0.993901138164984
0	64	0.9986557157662487
0	66	0.9997057113172498
0	68	0.9999315259690128
0	70	0.9999818342369149
0	72	0.999994181420726
0	74	0.9999976797604054
0	76	0.9999988312292193
0	78	0.9999992475924496
0	80	0.9999993759387369
0	82	0.9999993363774987
0	84	0.9999991099159162
0	86	0.999998526990403
0	88	0.9999970326458728
0	90	0.9999927274048888
0	92	0.9999783340984437
0	94	0.9999229198602321
0	96	0.9996856956181656
0	98	0.9986006354730292
0	100	0.9935148287671027
2	0	0.9999993301684531
2	2	0.9999991349460644
2	4	0.9999988828261784
2	6	0.9999985572260821
2	8	0.9999981367294007
2	10	0.9999975940301022
2	12	0.9999969218344954
2	14	0.9999960838474752
2	16	0.9999948443874699
2	18	0.9999933958136819
2	20	0.9999912428978578
2	22	0.9999882122581961
2	24	0.99998507044978
2	26	0.9999796655468024
2	28	0.999969739832465
2	30	0.9999540809976857
2	32	0.999924920582906
2	34	0.9998641716265049
2	36	0.9997425773500096
2	38	0.9994900294607258
2	40	0.9988710975632892
2	42	0.9972099130694594
2	44	0.9927896471680461
2	46	0.9814827535717019
2	48	0.9535989431452558
2	50	0.897722444851036
2	52	0.8354161803849467
2	54	0.8288939956928807
2	56	0.8871123948483812
2	58	0.9505521592268964
2	60	0.9835917376205505
2	62	0.9952676108614358
2	64	0.9987160794394485
2	66	0.9996574097546931
2	68	0.9999046324744612
2	70	0.9999703570893063
2	72	0.9999891957413194
2	74	0.9999952687396904
2	76	0.9999974811070352
2	78	0.9999983534125454
2	80	0.9999986646376425
2	82	0.9999986481494183
2	84	0.9999982939563722
2	86	0.9999973454571198
2	88	0.9999949828716833
2	90	0.9999886313174293
2	92	0.9999694880714581
2	94	0.9999047976958615
2	96	0.999665737205463
2	98	0.9987306982896592
2	100	0.994999735737431
4	0	0.99999775386803
4	2	0.9999972124794193
4	4	0.9999965405995377
4	6	0.9999957067762285
4	8	0.999994671958542
4	10	0.999993373312784
4	12	0.9999917843280537
4	14	0.9999899424035906
4	16	0.9999871304480085
4	18	0.9999841303293462
4	20	0.9999796661752048
4	22	0.9999735705782715
4	24	0.9999687970532121
4	26	0.9999601006704167
4	28	0.9999438075630317
4	30	0.9999202977218525
4	32	0.9998776439465564
4	34	0.9997936710520066
4	36	0.9996505681196391
4	38	0.999403754225921
4	40	0.9988575842318286
4	42	0.9975297494197225
4	44	0.9944169740323131
4	46	0.9871397379070552
4	48	0.9687544555493287
4	50	0.9283420495805862
4	52	0.8812126386328192
4	54	0.8822164655932704
4	56	0.929297073564036
