x	y	z
0	0	0.9999999787831094
0	2	0.9999999781295691
0	4	0.9999999774558979
0	6	0.9999999767614757
0	8	0.999999976054946
0	10	0.9999999758389356
0	12	0.9999999766756358
0	14	0.9999999754739562
0	16	0.999999972531236
0	18	0.9999999694217487
0	20	0.9999999650858148
0	22	0.9999999563634854
0	24	0.9999999381659409
0	26	0.9999999111689036
0	28	0.9999998681965522
0	30	0.999999770152988
0	32	0.9999995334455051
0	34	0.9999989662389388
0	36	0.9999974079774425
0	38	0.9999924221011287
0	40	0.9999745760724985
0	42	0.9999031084942182
0	44	0.9995868325048973
0	46	0.9981530221143778
0	48	0.9921703998603042
0	50	0.9721045046361493
0	52	0.929321710329294
0	54	0.8932171002936017
0	56	0.9144431134321103
0	58	0.9642738464835939
0	60	0.9908712628679918
0	62	0.9981536739121036
0	64	0.9996483982172406
0	66	0.9999328387138511
0	68	0.9999864635392194
0	70	0.9999968866318075
0	72	0.9999991174416556
0	74	0.9999996769347557
0	76	0.9999998433418031
0	78	0.999999897799267
0	80	0.9999999103754447
0	82	0.9999998969917878
0	84	0.9999998500306181
0	86	0.9999997305377042
0	88	0.9999994074345532
0	90	0.9999983955171848
0	92	0.9999946451217971
0	94	0.9999784538167983
0	96	0.9999002774995526
0	98	0.999495789204446
0	100	0.9973409652464029
2	0	0.9999999718670602
2	2	0.9999999717409144
2	4	0.999999971614203
2	6	0.9999999714869233
2	8	0.9999999713340795
2	10	0.9999999697424627
2	12	0.999999963587239
2	14	0.9999999603839226
2	16	0.9999999590296091
2	18	0.9999999507662495
2	20	0.9999999352857718
2	22	0.999999916453635
2	24	0.9999998977655071
2	26	0.999999847835804
2	28	0.999999724756362
2	30	0.9999995325797599
2	32	0.9999991957715636
2	34	0.9999982636342128
2	36	0.9999957033607759
2	38	0.9999887655838796
2	40	0.999966579874464
2	42	0.9998829651686806
2	44	0.9995520785529335
2	46	0.9982726909018306
2	48	0.9932637839101405
2	50	0.9757935250043214
2	52	0.9398052099791332
2	54	0.9208324565688685
2	56	0.9485270122076362
2	58	0.9810867405456857
2	60	0.9948733867863553
2	62	0.9987257901655062
2	64	0.9996844201622017
2	66	0.9999217393749302
2	68	0.999979999410018
2	70	0.9999943806509831
2	72	0.9999981516400468
2	74	0.9999992590427135
2	76	0.9999996279348707
2	78	0.9999997607100684
2	80	0.9999998010146383
2	82	0.9999997880801499
2	84	0.9999997155709808
2	86	0.9999995249779591
2	88	0.999999019283392
2	90	0.9999975128479338
2	92	0.999992361982198
2	94	0.9999724120795249
2	96	0.9998876814885782
2	98	0.9995066561282543
2	100	0.9977528464140691
4	0	0.9999999709114884
4	2	0.9999999694565259
4	4	0.9999999679287884
4	6	0.999999966324636
4	8	0.9999999645988213
4	10	0.9999999602785044
4	12	0.9999999470904247
4	14	0.9999999393520003
4	16	0.9999999359696379
4	18	0.9999999186274651
4	20	0.9999998855668933
4	22	0.9999998469269744
4	24	0.9999998159476372
4	26	0.9999997219099803
4	28	0.9999994714838835
4	30	0.9999991092325572
4	32	0.9999985502537058
4	34	0.9999970145714219
4	36	0.9999930592478433
4	38	0.9999834301768493
4	40	0.999955190425647
4	42	0.9998582444988214
4	44	0.9995225225198595
4	46	0.9983834527757661
4	48	0.9941472169906421
4	50	0.9794783600401916
4	52	0.9516416172863686
4	54	0.9447020501638996
4	56	0.970064232701519
4	58	0.9900327871392105
4	60	0.9971153459122625
4	62	0.9991239250606292
4	64	0.9997181715060591
4	66	0.9999091249323216
4	68	0.9999705189976211
4	70	0.9999898550658698
4	72	0.9999961169581345
4	74	0.9999983008630867
4	76	0.9999991249544283
4	78	0.9999994487397931
4	80	0.9999995635757541
4	82	0.9999995648232465
4	84	0.9999994573849258
4	86	0.9999991580446494
4	88	0.9999983780484281
4	90	0.9999961640177372
4	92	0.9999891375194525
4	94	0.9999645725769207
4	96	0.9998726257224336
4	98	0.9995143602969233
4	100	0.998096185978953
6	0	0.9999999789552706
6	2	0.9999999744507625
6	4	0.9999999689820892
6	6	0.9999999623428767
6	8	0.9999999542785111
6	10	0.9999999442018808
6	12	0.9999999308035291
6	14	0.9999999142996108
6	16	0.9999998923596845
6	18	0.999999859804959
6	20	0.9999998114215803
6	22	0.9999997371955428
6	24	0.999999626078743
6	26	0.9999994412520288
6	28	0.9999990964666088
6	30	0.999998457226163
6	32	0.999997235245206
6	34	0.999994703027526
6	36	0.9999891455124753
6	38	0.9999756410286218
6	40	0.9999381191152062
6	42	0.9998272377087579
6	44	0.9994993162864189
6	46	0.9984716861299083
6	48	0.994855736147818
6	50	0.9835865188553818
6	52	0.9657962916017662
6	54	0.9659349170177438
6	56	0.9836071995305685
6	58	0.9947338261717742
6	60	0.9983477832865024
6	62	0.9993957409994295
6	64	0.9997507678241899
6	66	0.9998956689296065
6	68	0.9999567690147461
6	70	0.9999816065624032
6	72	0.9999917593193293
6	74	0.9999960863155777
