x	y	z
0	0	0.9999999999999998
0	2	0.9999999999999998
0	4	0.9999999999999998
0	6	0.9999999999999998
0	8	0.9999999999999998
0	10	0.9999999999999998
0	12	0.9999999999513006
0	14	0.9999999015282686
0	16	0.9999554631538038
0	18	0.9957074094125464
0	20	0.9138562889617722
0	22	0.6738117027783541
0	24	0.5889607603569865
0	26	0.7250447948404406
0	28	0.8956784660530216
0	30	0.9660602047793599
0	32	0.9858567836220704
0	34	0.9918631920747766
0	36	0.9932056887218425
0	38	0.9917318118923735
0	40	0.9870030416695733
0	42	0.9771738516048638
0	44	0.959448118382404
0	46	0.935205835661305
0	48	0.9268708308186863
0	50	0.9518938539023285
0	52	0.9803526651178193
0	54	0.9931077206264137
0	56	0.9966858343879752
0	58	0.9973117693331184
0	60	0.9968339129384494
0	62	0.9957046765435187
0	64	0.9939261764171109
0	66	0.9910329092646833
0	68	0.9873854125280325
0	70	0.9855886201008557
0	72	0.987511645030859
0	74	0.9911571647146048
0	76	0.9942087661135582
0	78	0.9961348604607051
0	80	0.9972970783295124
0	82	0.9980485785762697
0	84	0.9985317700931643
0	86	0.9987703809020922
0	88	0.9987680104806937
0	90	0.9985132234371744
0	92	0.9979416090690257
0	94	0.9969248208481493
0	96	0.9952234413717229
0	98	0.9923999372470264
0	100	0.987776382878325
2	0	0.9999999999999998
2	2	0.9999999999999998
2	4	0.9999999999999998
2	6	0.9999999999999998
2	8	0.9999999999999998
2	10	0.9999999999998557
2	12	0.9999999996653048
2	14	0.9999997668426236
2	16	0.9999515914572985
2	18	0.9973370830525423
2	20	0.9597277550999449
2	22	0.8403755456121308
2	24	0.785290806196071
2	26	0.8502604965725451
2	28	0.9318173316607627
2	30	0.9726432244300992
2	32	0.9869180399527413
2	34	0.9915817403712821
2	36	0.9926000824875659
2	38	0.9913719104229434
2	40	0.987739124016485
2	42	0.9807977634979882
2	44	0.9694707400804807
2	46	0.9551862716499216
2	48	0.9492465661581136
2	50	0.9620093736070277
2	52	0.9807466661258956
2	54	0.9917571068173149
2	56	0.9956702462241067
2	58	0.9965657986073158
2	60	0.9962057403866064
2	62	0.9951181294552508
2	64	0.9934006985758206
2	66	0.9908651032752241
2	68	0.9880158273996315
2	70	0.9867584288679914
2	72	0.9882741789849152
2	74	0.9912244375396027
2	76	0.993912280326026
2	78	0.9957501858906824
2	80	0.9968771021605646
2	82	0.9975444059534506
2	84	0.9979007719648179
2	86	0.9980126379806913
2	88	0.9979021237493164
2	90	0.9975898469639208
2	92	0.9971118667588422
2	94	0.9965138700638901
2	96	0.9958160852194633
2	98	0.9950016210493893
2	100	0.9940428122024236
4	0	0.9999999999999998
4	2	0.9999999999999998
4	4	0.9999999999999998
4	6	0.9999999999999998
4	8	0.9999999999999998
4	10	0.9999999999963237
4	12	0.9999999977728437
4	14	0.9999994436675318
4	16	0.9999469410911274
4	18	0.9983180370730528
4	20	0.9815281154259461
4	22	0.9309382580202116
4	24	0.900335200628858
4	26	0.9215612962207708
4	28	0.9563402907013395
4	30	0.9783227959692927
4	32	0.9877902877606425
4	34	0.9912327875629278
4	36	0.9920011558046506
4	38	0.9910466189862032
4	40	0.988373025916122
4	42	0.9836811532099712
4	44	0.9767963398441012
4	46	0.9686990603741649
4	48	0.9644998541954111
4	50	0.9700300592607297
4	52	0.981389268227427
